registration_number,production_line,iata_type,model_name,model_code,icao_code_hex,iata_code_short,construction_number,test_registration_number,rollout_date,first_flight_date,delivery_date,registration_date,line_number,plane_series,airline_iata_code,airline_icao_code,plane_owner,engines_count,engines_type,plane_age,plane_status,plane_class
C-FCJD,Bombardier DHC-8-100,DHC-8-100,DHC-8,DHC-8-102,C00636,DH1,158,null,1989-06-11T22:00:00.000Z,null,1989-06-26T22:00:00.000Z,1989-06-26T22:00:00.000Z,null,102,3H,null,null,2,TURBOPROP,null,active,null
C-FDAO,Bombardier DHC-8-100,DHC-8-100,DHC-8,DHC-8-102,C007FB,DH1,123,null,1988-11-03T23:00:00.000Z,null,1988-11-22T23:00:00.000Z,1988-10-24T23:00:00.000Z,null,102,3H,null,null,2,TURBOPROP,null,active,null
C-FEAI,Bombardier DHC-8-100,DHC-8-300,DHC-8,DHC-8-314,C00A99,DH3,334,null,1992-07-09T22:00:00.000Z,null,1992-10-08T23:00:00.000Z,2012-02-29T23:00:00.000Z,null,311A,3H,null,null,2,TURBOPROP,null,active,null
C-FIAI,Bombardier DHC-8-100,DHC-8-300,DHC-8,DHC-8-Q314,C01529,DH3,485,null,0000-00-00,null,1997-12-13T23:00:00.000Z,2010-12-14T23:00:00.000Z,null,Q-314B,3H,null,null,2,TURBOPROP,null,active,null
C-FKTM,Bombardier DHC-8-100,DHC-8-300,DHC-8,DHC-8-311,C01C63,DH3,298,null,1991-10-01T23:00:00.000Z,null,1992-04-07T22:00:00.000Z,0000-00-00,null,311A,3H,null,null,2,TURBOPROP,null,active,null
C-FOAI,Bombardier DHC-8-100,DHC-8-300,DHC-8,DHC-8-Q314,C02501,DH3,466,null,1996-11-12T23:00:00.000Z,null,1997-06-07T22:00:00.000Z,2010-03-18T23:00:00.000Z,null,Q-314B,3H,null,null,2,TURBOPROP,null,active,null
C-FYAI,Bombardier DHC-8-100,DHC-8-300,DHC-8,DHC-8-Q314,C03F69,DH3,420,null,null,null,1996-08-09T22:00:00.000Z,2012-09-19T22:00:00.000Z,null,315B,3H,null,null,2,TURBOPROP,null,active,null
C-GAIG,Boeing 737 Classic,B737-200,737,B737-2S2Adv. (C),C0457F,73L,21928,null,null,1979-09-17T22:00:00.000Z,1979-09-27T22:00:00.000Z,2007-06-13T22:00:00.000Z,0603,2S2C,3H,null,null,2,JET,38.0,active,null
C-GAIW,Bombardier DHC-8-100,DHC-8-300,DHC-8,DHC-8-311,C0458F,DH3,300,null,1991-10-09T23:00:00.000Z,null,1992-04-29T22:00:00.000Z,2015-08-09T22:00:00.000Z,null,311A,3H,null,null,2,TURBOPROP,null,active,null
C-GIAB,Bombardier DHC-8-100,DHC-8-300,DHC-8,DHC-8-314,C059CA,DH3,296,null,1991-09-22T22:00:00.000Z,null,1992-02-28T23:00:00.000Z,2012-06-03T22:00:00.000Z,null,311A,3H,null,null,2,TURBOPROP,null,active,null
C-GJYZ,Bombardier DHC-8-100,DHC-8-300,DHC-8,DHC-8-314,C05EF6,DH3,368,null,1993-09-17T22:00:00.000Z,null,1994-06-21T22:00:00.000Z,2012-07-26T22:00:00.000Z,null,315,3H,null,null,2,TURBOPROP,null,active,null
C-GMAI,Boeing 737 Classic,B737-200,737,B737-2Q2Adv. (C),C06461,73L,21467,null,null,1978-03-28T23:00:00.000Z,1978-07-30T22:00:00.000Z,2010-11-18T23:00:00.000Z,0515,2Q2C,3H,null,null,2,JET,39.0,active,null
C-GMWT,Bombardier DHC-8-100,DHC-8-300,DHC-8,DHC-8-Q314,C066A8,DH3,442,null,0000-00-00,null,1997-06-13T22:00:00.000Z,2010-09-01T22:00:00.000Z,null,Q-314B,3H,null,Goldcorp Canada Ltd,2,TURBOPROP,null,active,null
C-GRAI,Bombardier DHC-8-100,DHC-8-300,DHC-8,DHC-8-Q314,C07195,DH3,483,null,0000-00-00,null,1997-12-03T23:00:00.000Z,2009-08-26T22:00:00.000Z,null,Q-314B,3H,null,null,2,TURBOPROP,null,active,null
C-GUAI,Bombardier DHC-8-100,DHC-8-300,DHC-8,DHC-8-314(F),C07981,DH3,423,null,1996-01-21T23:00:00.000Z,0000-00-00,1996-02-11T23:00:00.000Z,2009-03-17T23:00:00.000Z,null,Q-314B,3H,null,null,2,TURBOPROP,2016.0,active,null
C-GXAI,Bombardier DHC-8-100,DHC-8-300,DHC-8,DHC-8-Q314,C0816D,DH3,481,null,0000-00-00,null,1997-12-06T23:00:00.000Z,2010-09-23T22:00:00.000Z,null,Q-314B,3H,null,null,2,TURBOPROP,null,active,null
9V-JSA,Airbus A318/A319/A32,A320-200,A320,A320-232,76AA61,320,2316,null,2000-04-09T22:00:00.000Z,2004-10-13T22:00:00.000Z,2004-11-29T23:00:00.000Z,2004-11-29T23:00:00.000Z,null,232,3K,null,Boullion Aviation Services,2,JET,13.0,active,null
9V-JSB,Airbus A318/A319/A32,A320-200,A320,A320-232,76AA62,320,2356,F-WWIQ,2000-04-11T22:00:00.000Z,2005-01-04T23:00:00.000Z,2005-01-30T23:00:00.000Z,2005-01-30T23:00:00.000Z,null,232,3K,null,Boullion Aviation Services,2,JET,12.0,active,null
9V-JSE,Airbus A318/A319/A32,A320-200,A320,A320-232,76AA65,320,2423,F-WWBE,2000-05-03T22:00:00.000Z,2005-04-18T22:00:00.000Z,2005-05-16T22:00:00.000Z,2010-06-29T22:00:00.000Z,null,232,3K,null,null,2,JET,12.0,active,null
9V-JSF,Airbus A318/A319/A32,A320-200,A320,A320-232,76AA66,320,2453,F-WWIC,2000-05-04T22:00:00.000Z,2005-05-18T22:00:00.000Z,2005-06-09T22:00:00.000Z,2010-02-24T23:00:00.000Z,null,232,3K,null,null,2,JET,12.0,active,null
9V-JSH,Airbus A318/A319/A32,A320-200,A320,A320-232,76AA68,320,2604,F-WWBQ,2000-05-10T22:00:00.000Z,2005-11-06T23:00:00.000Z,2005-11-24T23:00:00.000Z,2006-10-26T22:00:00.000Z,null,232,3K,null,International Lease Finance Corp,2,JET,11.0,active,null
9V-JSI,Airbus A318/A319/A32,A320-200,A320,A320-232,76AA69,320,4443,F-WWIC,2000-10-08T22:00:00.000Z,2010-09-26T22:00:00.000Z,2010-10-14T22:00:00.000Z,2010-10-14T22:00:00.000Z,null,232,3K,null,BOC Aviation,2,JET,7.0,active,null
9V-JSJ,Airbus A318/A319/A32,A320-200,A320,A320-232,76AA6A,320,4515,F-WWBN,2000-10-10T22:00:00.000Z,2010-11-22T23:00:00.000Z,2010-12-08T23:00:00.000Z,2010-12-08T23:00:00.000Z,null,232,3K,null,BOC Aviation,2,JET,6.0,active,null
9V-JSK,Airbus A318/A319/A32,A320-200,A320,A320-232,76AA6B,320,4772,F-WWDH,null,2011-06-28T22:00:00.000Z,2011-07-21T22:00:00.000Z,2011-07-21T22:00:00.000Z,null,232,3K,null,null,2,JET,6.0,active,null
9V-JSL,Airbus A318/A319/A32,A320-200,A320,A320-232,76AA6C,320,4786,F-WWDU,null,2011-07-11T22:00:00.000Z,2011-08-01T22:00:00.000Z,2011-08-01T22:00:00.000Z,null,232,3K,null,null,2,JET,6.0,active,null
9V-JSM,Airbus A318/A319/A32,A320-200,A320,A320-232,76AA6D,320,4872,F-WWDQ,2000-11-09T23:00:00.000Z,2011-10-04T22:00:00.000Z,2011-10-23T22:00:00.000Z,2011-10-23T22:00:00.000Z,null,232,3K,null,null,2,JET,6.0,active,null
9V-JSN,Airbus A318/A319/A32,A320-200,A320,A320-232,76AA6E,320,4914,D-AVVO,2000-11-09T23:00:00.000Z,2011-10-30T23:00:00.000Z,2011-11-10T23:00:00.000Z,2011-11-10T23:00:00.000Z,null,232,3K,null,null,2,JET,6.0,active,null
9V-JSO,Airbus A318/A319/A32,A320-200,A320,A320-232,76AA6F,320,5305,D-AXAY,2000-12-08T23:00:00.000Z,2012-09-24T22:00:00.000Z,2012-10-05T22:00:00.000Z,2012-10-05T22:00:00.000Z,null,232,3K,null,null,2,JET,5.0,active,null
9V-JSP,Airbus A318/A319/A32,A320-200,A320,A320-232(SL),76AA70,32A,5323,F-WWIN,2000-12-08T23:00:00.000Z,2012-09-30T22:00:00.000Z,2012-10-18T22:00:00.000Z,2012-10-18T22:00:00.000Z,null,232(SL),3K,null,null,2,JET,5.0,active,null
9V-JSQ,Airbus A318/A319/A32,A320-200,A320,A320-232(SL),76AA71,32A,5390,F-WWIZ,2000-12-10T23:00:00.000Z,2012-11-15T23:00:00.000Z,2012-11-30T23:00:00.000Z,2012-11-30T23:00:00.000Z,null,232(SL),3K,null,null,2,JET,4.0,active,null
9V-JSR,Airbus A318/A319/A32,A320-200,A320,A320-232(SL),76AA72,32A,5433,F-WWIH,null,2012-12-12T23:00:00.000Z,2013-01-11T23:00:00.000Z,2013-01-11T23:00:00.000Z,null,232,3K,null,null,2,JET,4.0,active,null
9V-JSS,Airbus A318/A319/A32,A320-200,A320,A320-232(SL),76AA73,32A,5472,F-WWBK,0000-00-00,2013-01-20T23:00:00.000Z,2013-02-04T23:00:00.000Z,2013-02-04T23:00:00.000Z,null,232(SL),3K,null,null,2,JET,4.0,active,null
9V-JSU,Airbus A318/A319/A32,A320-200,A320,A320-232(SL),76AA75,32A,5708,F-WWDN,0000-00-00,2013-07-15T22:00:00.000Z,2013-08-23T22:00:00.000Z,2013-08-23T22:00:00.000Z,null,232(SL),3K,null,null,2,JET,4.0,active,null
9V-JSV,Airbus A318/A319/A32,A320-200,A320,A320-232(SL),76AA76,32A,5813,F-WWBH,0000-00-00,2013-09-30T22:00:00.000Z,2013-10-22T22:00:00.000Z,2013-10-22T22:00:00.000Z,null,232(SL),3K,null,null,2,JET,4.0,active,null
OE-LIA,Bombardier DHC-8-100,DHC-8-300,DHC-8,DHC-8-Q314,44019B,DH3,505,null,0000-00-00,null,1998-01-09T23:00:00.000Z,2005-12-26T23:00:00.000Z,null,Q-314,3L,null,null,2,TURBOPROP,null,active,null
OE-LIB,ATR 42/72,ATR72-600,ATR 72,ATR72-600,440699,AT7,1038,null,null,null,2013-01-07T23:00:00.000Z,2013-01-07T23:00:00.000Z,null,600,3L,null,null,2,TURBOPROP,null,active,null
OE-LIC,Bombardier DHC-8-100,DHC-8-300,DHC-8,DHC-8-Q314,44019C,DH3,503,null,0000-00-00,null,1998-01-11T23:00:00.000Z,2006-02-27T23:00:00.000Z,null,Q-314,3L,null,null,2,TURBOPROP,null,active,null
OE-LID,ATR 42/72,ATR72-600,ATR 72,ATR72-600,4406AA,AT7,1042,null,null,0000-00-00,2013-04-04T22:00:00.000Z,2013-04-04T22:00:00.000Z,null,600,3L,null,null,2,TURBOPROP,2016.0,active,null
N302AG,Saab 340,S340 B,340,S340B (Plus),A326C7,SFB,402,null,0000-00-00,1996-09-03T22:00:00.000Z,1996-10-02T22:00:00.000Z,2013-05-28T22:00:00.000Z,null,B,3M,null,Silver Airways Corp,2,TURBOPROP,21.0,inactive,null
N303AG,Saab 340,S340 B,340,S340B (Plus),A32A7E,SFB,414,null,0000-00-00,1997-03-16T23:00:00.000Z,1997-03-19T23:00:00.000Z,0000-00-00,null,B,3M,null,Wells Fargo Bank Northwest NA Trustee,2,TURBOPROP,20.0,active,null
N304AG,Saab 340,S340 B,340,S340B (Plus),A32E35,SFB,418,null,0000-00-00,1997-05-21T22:00:00.000Z,1997-06-01T22:00:00.000Z,2012-07-12T22:00:00.000Z,null,B,3M,null,Silver Airways Corp,2,TURBOPROP,20.0,active,null
N325AG,Saab 340,S340 B,340,S340B (Plus),A380EA,SFB,425,null,0000-00-00,1997-09-09T22:00:00.000Z,1997-09-18T22:00:00.000Z,2013-12-19T23:00:00.000Z,null,B,3M,null,Silver Airways Corp,2,TURBOPROP,20.0,inactive,null
N327AG,Saab 340,S340 B,340,S340B (Plus),A38858,SFB,427,null,0000-00-00,1997-10-02T22:00:00.000Z,1997-10-13T22:00:00.000Z,2012-02-04T23:00:00.000Z,null,B,3M,null,Silver Airways Corp,2,TURBOPROP,20.0,active,null
N328AG,Saab 340,S340 B,340,S340B (Plus),A38C0F,SFB,428,null,0000-00-00,1997-10-22T22:00:00.000Z,1997-11-04T23:00:00.000Z,0000-00-00,null,B,3M,null,Lambert Leasing Inc,2,TURBOPROP,20.0,active,null
N331AG,Saab 340,S340 B,340,S340B (Plus),A3998D,SFB,430,null,0000-00-00,1997-11-27T23:00:00.000Z,1997-12-09T23:00:00.000Z,0000-00-00,null,B,3M,null,Lambert Leasing Inc,2,TURBOPROP,19.0,active,null
N334AG,Saab 340,S340 B,340,S340B (Plus),A3A4B2,SFB,434,null,0000-00-00,1998-01-14T23:00:00.000Z,1998-01-20T23:00:00.000Z,2012-08-07T22:00:00.000Z,null,B,3M,null,Silver Airways Corp,2,TURBOPROP,19.0,active,null
N336AG,Saab 340,S340 B,340,S340B (Plus),A3AC20,SFB,436,null,0000-00-00,1998-02-10T23:00:00.000Z,1998-02-22T23:00:00.000Z,2013-12-30T23:00:00.000Z,null,B,3M,null,Lambert Leasing Inc,2,TURBOPROP,19.0,active,null
N341AG,Saab 340,S340 B,340,S340B (Plus),A3C10C,SFB,437,null,0000-00-00,1998-03-16T23:00:00.000Z,1998-03-24T23:00:00.000Z,2012-02-28T23:00:00.000Z,null,B,3M,null,Silver Airways Corp,2,TURBOPROP,19.0,active,null
N343AG,Saab 340,S340 B,340,S340B (Plus),A3C87A,SFB,443,null,0000-00-00,1998-06-16T22:00:00.000Z,1998-06-23T22:00:00.000Z,2013-09-26T22:00:00.000Z,null,B,3M,null,Silver Airways Corp,2,TURBOPROP,19.0,active,null
N344AG,Saab 340,S340 B,340,S340B (Plus),A3CC31,SFB,444,null,0000-00-00,1998-07-27T22:00:00.000Z,1998-08-04T22:00:00.000Z,2012-03-06T23:00:00.000Z,null,B,3M,null,Silver Airways Corp,2,TURBOPROP,19.0,active,null
N346AG,Saab 340,S340 B,340,S340B (Plus),A3D39F,SFB,446,null,0000-00-00,1998-08-17T22:00:00.000Z,1998-08-25T22:00:00.000Z,2012-05-15T22:00:00.000Z,null,B,3M,null,Silver Airways Corp,2,TURBOPROP,19.0,active,null
N347AG,Saab 340,S340 B,340,S340B (Plus),A3D756,SFB,447,null,0000-00-00,1998-09-02T22:00:00.000Z,1998-09-15T22:00:00.000Z,2013-01-16T23:00:00.000Z,null,B,3M,null,Silver Airways Corp,2,TURBOPROP,19.0,active,null
N348AG,Saab 340,S340 B,340,S340B (Plus),A3DB0D,SFB,448,null,0000-00-00,1998-08-31T22:00:00.000Z,1998-09-22T22:00:00.000Z,2000-12-09T23:00:00.000Z,null,B,3M,null,Silver Airways Corp,2,TURBOPROP,19.0,active,null
N350AG,Saab 340,S340 B,340,S340B (Plus),A3E4D4,SFB,450,null,0000-00-00,1998-10-06T22:00:00.000Z,1998-10-13T22:00:00.000Z,0000-00-00,null,B,3M,null,Lambert Leasing Inc,2,TURBOPROP,19.0,active,null
N351AG,Saab 340,S340 B,340,S340B (Plus),A3E88B,SFB,445,null,0000-00-00,1998-08-05T22:00:00.000Z,1998-08-16T22:00:00.000Z,2000-12-08T23:00:00.000Z,null,B,3M,null,Silver Airways Corp,2,TURBOPROP,19.0,active,null
N356AG,Saab 340,S340 B,340,S340B (Plus),A3FB1E,SFB,411,null,0000-00-00,1997-01-09T23:00:00.000Z,1997-01-29T23:00:00.000Z,0000-00-00,null,B,3M,null,US Bank NA Trustee,2,TURBOPROP,20.0,active,null
N361AG,Saab 340,S340 B,340,S340B (Plus),A4100A,SFB,451,null,0000-00-00,1998-10-25T23:00:00.000Z,1998-10-27T23:00:00.000Z,0000-00-00,null,B,3M,null,JAHN361AG,2,TURBOPROP,19.0,inactive,null
N362AG,Saab 340,S340 B,340,S340B (Plus),A413C1,SFB,438,null,0000-00-00,1998-04-07T22:00:00.000Z,1998-04-21T22:00:00.000Z,0000-00-00,null,B,3M,null,Lambert Leasing Inc,2,TURBOPROP,19.0,inactive,null
N412XJ,Saab 340,S340 B,340,S340B (Plus),A4DDA4,SFB,412,null,0000-00-00,1997-02-13T23:00:00.000Z,1997-02-18T23:00:00.000Z,1997-02-18T23:00:00.000Z,null,B,3M,null,Wells Fargo Bank Northwest NA Trustee,2,TURBOPROP,20.0,active,null
N413XJ,Saab 340,S340 B,340,S340B (Plus),A4E15B,SFB,413,null,0000-00-00,1997-03-05T23:00:00.000Z,1997-03-11T23:00:00.000Z,1997-03-11T23:00:00.000Z,null,B,3M,null,Wells Fargo Bank Northwest NA Trustee,2,TURBOPROP,20.0,active,null
N415XJ,Saab 340,S340 B,340,S340B (Plus),A4E8C9,SFB,415,null,0000-00-00,1997-04-02T22:00:00.000Z,1997-04-21T22:00:00.000Z,1997-04-21T22:00:00.000Z,null,B,3M,null,US Bank NA Trustee,2,TURBOPROP,20.0,active,null
N417XJ,Saab 340,S340 B,340,S340B (Plus),A4F037,SFB,417,null,0000-00-00,1997-05-07T22:00:00.000Z,1997-05-20T22:00:00.000Z,1997-05-20T22:00:00.000Z,null,B,3M,null,Silver Airways Corp,2,TURBOPROP,20.0,active,null
N420XJ,Saab 340,S340 B,340,S340B (Plus),A4FDB5,SFB,420,null,0000-00-00,1997-06-05T22:00:00.000Z,1997-06-16T22:00:00.000Z,1997-06-16T22:00:00.000Z,null,B,3M,null,Silver Airways Corp,2,TURBOPROP,20.0,active,null
N433XJ,Saab 340,S340 B,340,S340B (Plus),A53059,SFB,433,null,0000-00-00,1997-12-04T23:00:00.000Z,1997-12-21T23:00:00.000Z,1997-12-21T23:00:00.000Z,null,B,3M,null,Silver Airways Corp,2,TURBOPROP,19.0,active,null
N435XJ,Saab 340,S340 B,340,S340B (Plus),A537C7,SFB,435,null,0000-00-00,1998-01-20T23:00:00.000Z,1998-01-28T23:00:00.000Z,1998-01-28T23:00:00.000Z,null,B,3M,null,Silver Airways Corp,2,TURBOPROP,19.0,active,null
N442XJ,Saab 340,S340 B,340,S340B (Plus),A55421,SFB,442,null,0000-00-00,1998-06-08T22:00:00.000Z,1998-06-16T22:00:00.000Z,1998-06-16T22:00:00.000Z,null,B,3M,null,Silver Airways Corp,2,TURBOPROP,19.0,active,null
A6-ANB,Airbus A318/A319/A32,A320-200,A320,A320-214,8962D1,320,4524,F-WWSK,2000-10-10T22:00:00.000Z,2010-11-30T23:00:00.000Z,2010-12-14T23:00:00.000Z,2010-12-14T23:00:00.000Z,null,214,3O,null,null,2,JET,6.0,active,null
CN-NMF,Airbus A318/A319/A32,A320-200,A320,A320-214,0200F9,320,4539,F-WWIN,2000-10-11T22:00:00.000Z,2010-12-14T23:00:00.000Z,2011-01-05T23:00:00.000Z,2012-05-30T22:00:00.000Z,null,214,3O,null,null,2,JET,6.0,active,null
CN-NMG,Airbus A318/A319/A32,A320-200,A320,A320-214,020108,320,4568,F-WWBH,null,2011-01-13T23:00:00.000Z,2011-01-30T23:00:00.000Z,2013-03-26T23:00:00.000Z,null,214,3O,null,null,2,JET,6.0,active,null
CN-NMH,Airbus A318/A319/A32,A320-200,A320,A320-214,02010D,320,5143,D-AVVJ,2000-12-03T23:00:00.000Z,2012-05-01T22:00:00.000Z,2012-05-09T22:00:00.000Z,2014-02-26T23:00:00.000Z,null,214,3O,null,null,2,JET,5.0,active,null
CN-NMI,Airbus A318/A319/A32,A320-200,A320,A320-214,020119,320,5206,F-WWBF,2000-12-05T23:00:00.000Z,2012-06-21T22:00:00.000Z,2012-07-11T22:00:00.000Z,2015-03-18T23:00:00.000Z,null,214,3O,null,null,2,JET,5.0,active,null
D-AALA,Boeing 777,B777-200,777,B777-FZN,3C4581,77X,36001,null,2009-03-31T22:00:00.000Z,2009-04-22T22:00:00.000Z,2009-05-10T22:00:00.000Z,2009-05-21T22:00:00.000Z,0780,FZN,3S,null,Deucalion Capital VII Ltd,2,JET,8.0,active,null
D-AALB,Boeing 777,B777-200,777,B777-FZN,3C4582,77X,36002,null,2009-06-17T22:00:00.000Z,2009-06-29T22:00:00.000Z,2009-07-15T22:00:00.000Z,2009-07-15T22:00:00.000Z,0799,FZN,3S,null,Deucalion Capital VII Ltd,2,JET,8.0,active,null
D-AALC,Boeing 777,B777-200,777,B777-FZN,3C4583,77X,36003,null,2009-11-17T23:00:00.000Z,2009-12-06T23:00:00.000Z,2009-12-22T23:00:00.000Z,2010-01-07T23:00:00.000Z,0836,FZN,3S,null,Deucalion Capital VII Ltd,2,JET,7.0,active,null
D-AALD,Boeing 777,B777-200,777,B777-FZN,3C4584,77X,36004,null,2009-12-02T23:00:00.000Z,2009-12-20T23:00:00.000Z,2009-12-29T23:00:00.000Z,2010-01-10T23:00:00.000Z,0838,FZN,3S,null,Deucalion Capital VII Ltd,2,JET,7.0,active,null
D-AALE,Boeing 777,B777-200,777,B777-FZN,3C4585,77X,36198,null,2010-05-02T22:00:00.000Z,2010-05-19T22:00:00.000Z,2010-05-31T22:00:00.000Z,2010-06-03T22:00:00.000Z,0872,FZN,3S,null,Deucalion Capital VII Ltd,2,JET,7.0,active,null
D-AALF,Boeing 777,B777-200,777,B777-FZN,3C4586,77X,36201,null,2010-06-16T22:00:00.000Z,2010-06-27T22:00:00.000Z,2010-07-08T22:00:00.000Z,2010-07-13T22:00:00.000Z,0881,FZN,3S,null,Deucalion Capital VII Ltd,2,JET,7.0,active,null
D-AALG,Boeing 777,B777-200,777,B777-FZN,3C4587,77X,36199,null,2010-08-30T22:00:00.000Z,2010-09-14T22:00:00.000Z,2010-09-23T22:00:00.000Z,2010-09-28T22:00:00.000Z,0894,FZN,3S,null,Deucalion Capital VII Ltd,2,JET,7.0,active,null
D-AALH,Boeing 777,B777-200,777,B777-FZN,3C4588,77X,36200,null,2010-10-28T22:00:00.000Z,2010-11-09T23:00:00.000Z,2010-11-21T23:00:00.000Z,2000-10-10T22:00:00.000Z,0904,FZN,3S,null,Deucalion Capital VII Ltd,2,JET,6.0,active,null
B-1818,Airbus A318/A319/A32,A320-200,A320,A320-232(Tianjin)(SL,780C28,32A,5964,B-511L,0000-00-00,2014-04-29T22:00:00.000Z,2014-05-15T22:00:00.000Z,2014-05-15T22:00:00.000Z,null,232(SL),3U,null,null,2,JET,3.0,active,null
B-1819,Airbus A318/A319/A32,A320-200,A320,A320-232(Tianjin)(SL,780C29,32A,5896,B-505L,null,2014-03-16T23:00:00.000Z,2014-03-27T23:00:00.000Z,2014-03-27T23:00:00.000Z,null,232(SL),3U,null,null,2,JET,3.0,active,null
B-1820,Airbus A318/A319/A32,A320-200,A320,A320-232(Tianjin)(SL,780C27,32A,6008,B-501L,null,2014-06-08T22:00:00.000Z,2014-06-19T22:00:00.000Z,2014-06-19T22:00:00.000Z,null,232(SL),3U,null,null,2,JET,3.0,active,null
B-1821,Airbus A318/A319/A32,A320-200,A320,A320-232(Tianjin)(SL,780C2C,32A,5977,B-513L,null,2014-05-22T22:00:00.000Z,2014-06-10T22:00:00.000Z,2014-06-10T22:00:00.000Z,null,232(SL),3U,null,null,2,JET,3.0,active,null
B-1822,Airbus A318/A319/A32,A320-200,A320,A320-232(SL),780C2A,32A,5937,F-WWIZ,0000-00-00,2013-12-19T23:00:00.000Z,2014-01-21T23:00:00.000Z,2014-01-21T23:00:00.000Z,null,232(SL),3U,null,null,2,JET,3.0,active,null
B-1823,Airbus A318/A319/A32,A321-200,A321,A321-231(SL),780C2B,32B,6148,D-AVXN,0000-00-00,2014-06-04T22:00:00.000Z,2014-06-16T22:00:00.000Z,2014-06-16T22:00:00.000Z,null,231(SL),3U,null,null,2,JET,3.0,active,null
B-1887,Airbus A318/A319/A32,A320-200,A320,A320-232(Tianjin)(SL,780CED,32A,6030,B-503L,null,2014-06-22T22:00:00.000Z,2014-07-02T22:00:00.000Z,2014-07-02T22:00:00.000Z,null,232(SL),3U,null,null,2,JET,3.0,active,null
B-1890,Airbus A318/A319/A32,A321-200,A321,A321-231(SL),780CEB,32B,6303,D-AVZX,0000-00-00,2014-10-05T22:00:00.000Z,2014-10-14T22:00:00.000Z,2014-10-14T22:00:00.000Z,null,231(SL),3U,null,null,2,JET,3.0,active,null
B-1891,Airbus A318/A319/A32,A321-200,A321,A321-231(SL),780CEC,32B,6316,D-AZAF,0000-00-00,2014-10-13T22:00:00.000Z,2014-10-20T22:00:00.000Z,2014-10-20T22:00:00.000Z,null,231(SL),3U,null,null,2,JET,3.0,active,null
B-2298,Airbus A318/A319/A32,A319-100,A319,A319-133,780070,319,2534,D-AVYM,2000-05-06T22:00:00.000Z,2005-07-21T22:00:00.000Z,2005-08-03T22:00:00.000Z,2005-08-03T22:00:00.000Z,null,133,3U,null,null,2,JET,12.0,active,null
B-2299,Airbus A318/A319/A32,A319-100,A319,A319-133,780071,319,2597,D-AVXN,2000-05-09T22:00:00.000Z,2005-11-02T23:00:00.000Z,2005-11-13T23:00:00.000Z,2005-11-13T23:00:00.000Z,null,133,3U,null,null,2,JET,12.0,active,null
B-2300,Airbus A318/A319/A32,A319-100,A319,A319-133,780072,319,2639,D-AVWK,2000-05-11T22:00:00.000Z,2005-12-09T23:00:00.000Z,2005-12-19T23:00:00.000Z,2005-12-19T23:00:00.000Z,null,133,3U,null,null,2,JET,11.0,active,null
B-2340,Airbus A318/A319/A32,A320-200,A320,A320-233,79A001,320,0540,F-WWDK,0000-00-00,1995-05-11T22:00:00.000Z,1995-12-21T23:00:00.000Z,1995-12-21T23:00:00.000Z,null,212,3U,null,null,2,JET,22.0,active,null
B-2341,Airbus A318/A319/A32,A320-200,A320,A320-232,79A002,320,0551,F-WWBI,0000-00-00,1995-08-27T22:00:00.000Z,1996-01-24T23:00:00.000Z,1996-01-24T23:00:00.000Z,null,232,3U,null,null,2,JET,22.0,active,null
B-2342,Airbus A318/A319/A32,A320-200,A320,A320-232,79A003,320,0556,F-WWIL,0000-00-00,1995-09-19T22:00:00.000Z,1996-02-28T23:00:00.000Z,1996-02-28T23:00:00.000Z,null,232,3U,null,null,2,JET,22.0,active,null
B-2370,Airbus A318/A319/A32,A321-200,A321,A321-231,79A01E,321,0878,D-AVZF,0000-00-00,1998-09-02T22:00:00.000Z,1998-09-22T22:00:00.000Z,1998-09-22T22:00:00.000Z,null,231,3U,null,null,2,JET,19.0,active,null
B-2371,Airbus A318/A319/A32,A321-200,A321,A321-231,79A01F,321,0915,D-AVZM,0000-00-00,1998-11-01T23:00:00.000Z,1998-12-03T23:00:00.000Z,1998-12-03T23:00:00.000Z,null,231,3U,null,null,2,JET,19.0,active,null
B-2373,Airbus A318/A319/A32,A320-200,A320,A320-232,79A021,320,0919,F-WWID,0000-00-00,1998-10-28T23:00:00.000Z,1998-12-16T23:00:00.000Z,1998-12-16T23:00:00.000Z,null,232,3U,null,null,2,JET,19.0,active,null
B-2397,Airbus A318/A319/A32,A320-200,A320,A320-233,79A031,320,1013,F-WWDP,0000-00-00,1999-04-28T22:00:00.000Z,1999-07-08T22:00:00.000Z,1999-07-08T22:00:00.000Z,null,232,3U,null,null,2,JET,18.0,active,null
B-5923,Airbus A330/A340,A330-300,A330,A330-343(E),7809EF,333,1397,null,0000-00-00,2013-03-11T23:00:00.000Z,2013-03-27T23:00:00.000Z,2013-03-27T23:00:00.000Z,null,343E,3U,null,null,2,JET,4.0,active,null
B-5929,Airbus A330/A340,A330-300,A330,A330-343(E),780B69,333,1432,null,0000-00-00,2013-07-01T22:00:00.000Z,2013-07-18T22:00:00.000Z,2013-07-18T22:00:00.000Z,null,343E,3U,null,null,2,JET,4.0,active,null
B-5945,Airbus A330/A340,A330-300,A330,A330-343(E),780C2F,333,1528,null,0000-00-00,2014-05-04T22:00:00.000Z,2014-05-22T22:00:00.000Z,2014-05-22T22:00:00.000Z,null,343E,3U,null,null,2,JET,3.0,active,null
